,niv,wap1,wap2,wap3,wap4,imb
2022-08-20 02:30:00+00:00,175.76,345.21,336.89,336.89,336.89,375.0
2022-08-20 03:00:00+00:00,234.47,359.72,350.83,338.31,338.31,375.0
2022-08-20 03:30:00+00:00,208.84,371.15,370.03,356.67,356.67,374.0
2022-08-20 04:00:00+00:00,-47.37,346.59,347.98,347.98,347.98,240.0
2022-08-20 04:30:00+00:00,-235.96,244.15,247.86,248.79,248.79,201.0
2022-08-20 05:00:00+00:00,-415.87,257.95,260.56,260.56,260.56,229.0
2022-08-20 05:30:00+00:00,-406.61,253.36,251.94,255.8,255.8,230.0
2022-08-20 06:00:00+00:00,-436.16,224.86,224.86,224.86,224.86,230.0
2022-08-20 06:30:00+00:00,-447.21,225.66,228.97,228.97,228.97,241.5
2022-08-20 07:00:00+00:00,-202.41,239.09,240.19,240.19,240.19,232.0
2022-08-20 07:30:00+00:00,-72.53,240.59,240.66,240.66,240.66,247.2
2022-08-20 08:00:00+00:00,-269.86,240.59,240.59,240.59,240.59,253.25
2022-08-20 08:30:00+00:00,-29.4,271.07,269.69,269.69,269.69,268.14
2022-08-20 09:00:00+00:00,243.42,324.04,299.88,299.88,299.88,385.0
2022-08-20 09:30:00+00:00,-72.68,316.71,293.05,292.56,292.56,231.0
2022-08-20 10:00:00+00:00,-82.38,274.14,271.95,271.91,271.91,270.65
2022-08-20 10:30:00+00:00,46.07,277.29,274.92,274.06,274.06,355.0
2022-08-20 11:00:00+00:00,158.81,324.99,304.57,303.57,303.42,329.53
2022-08-20 11:30:00+00:00,-73.83,295.08,293.42,293.42,293.3,200.0
2022-08-20 12:00:00+00:00,-327.15,269.06,278.23,278.23,278.23,195.0
2022-08-20 12:30:00+00:00,-439.62,214.01,224.39,224.39,224.9,195.0
2022-08-20 13:00:00+00:00,-521.69,201.96,209.9,209.9,209.78,195.0
2022-08-20 13:30:00+00:00,-809.18,184.47,189.16,189.16,189.15,180.0
2022-08-20 14:00:00+00:00,-950.77,219.13,223.53,223.53,223.46,-21.0
2022-08-20 14:30:00+00:00,-662.31,180.18,204.03,204.03,204.03,0.0
2022-08-20 15:00:00+00:00,-586.49,134.86,176.75,179.51,179.51,180.0
2022-08-20 15:30:00+00:00,-198.67,187.26,195.15,200.59,200.59,180.0
2022-08-20 16:00:00+00:00,-2.13,263.34,261.76,267.8,267.8,250.0
2022-08-20 16:30:00+00:00,64.78,272.58,269.64,273.41,273.41,422.9
2022-08-20 17:00:00+00:00,-144.43,280.91,276.07,276.06,276.52,233.01
2022-08-20 17:30:00+00:00,-279.86,320.62,316.51,316.48,316.48,233.01
2022-08-20 18:00:00+00:00,-316.81,262.75,278.45,278.45,278.45,200.25
2022-08-20 18:30:00+00:00,-58.43,308.19,314.07,314.07,314.07,236.11
2022-08-20 19:00:00+00:00,-83.18,316.88,322.7,322.7,322.7,236.11
2022-08-20 19:30:00+00:00,-0.87,294.81,306.49,306.43,306.43,250.0
2022-08-20 20:00:00+00:00,-314.21,294.67,305.59,305.71,305.71,232.1
2022-08-20 20:30:00+00:00,-592.05,262.57,275.83,275.83,275.92,232.1
2022-08-20 21:00:00+00:00,-758.83,248.07,254.81,254.81,254.86,230.877
2022-08-20 21:30:00+00:00,-437.35,222.0,265.51,266.6,266.6,232.1
2022-08-20 22:00:00+00:00,258.38,297.59,307.47,308.23,308.23,390.0
2022-08-20 22:30:00+00:00,107.06,309.69,306.13,306.13,306.13,378.0
2022-08-20 23:00:00+00:00,360.03,354.17,349.2,349.2,349.2,374.0
2022-08-20 23:30:00+00:00,510.57,373.32,366.93,366.93,366.93,383.0
2022-08-21 00:00:00+00:00,325.57,375.66,368.62,368.62,368.62,383.0
2022-08-21 00:30:00+00:00,483.23,384.21,381.15,381.15,381.15,379.0
2022-08-21 01:00:00+00:00,220.95,374.77,366.43,366.43,366.43,372.0
2022-08-21 01:30:00+00:00,107.27,364.53,350.66,345.33,345.33,378.0
2022-08-21 02:00:00+00:00,102.22,353.37,341.66,341.66,341.66,377.0
2022-08-21 02:30:00+00:00,-45.98,371.21,369.25,369.25,369.25,236.11
2022-08-21 03:00:00+00:00,-335.37,270.42,279.38,279.38,279.38,232.1
2022-08-21 03:30:00+00:00,-188.97,250.11,265.72,266.05,266.05,236.11
2022-08-21 04:00:00+00:00,9.34,310.64,311.28,311.26,311.26,325.0
2022-08-21 04:30:00+00:00,269.45,296.47,295.18,295.78,295.78,377.0
2022-08-21 05:00:00+00:00,496.75,332.34,323.9,314.59,314.58,378.0
2022-08-21 05:30:00+00:00,665.9,374.09,356.88,344.6,342.58,383.0
2022-08-21 06:00:00+00:00,335.1,311.86,306.7,306.7,306.7,378.0
2022-08-21 06:30:00+00:00,715.57,383.69,383.41,383.41,383.41,383.0
2022-08-21 07:00:00+00:00,41.52,308.46,300.12,300.12,300.12,373.0
2022-08-21 07:30:00+00:00,122.72,365.56,365.2,365.2,365.2,369.0
2022-08-21 08:00:00+00:00,-260.5,279.82,283.77,284.31,284.31,220.0
2022-08-21 08:30:00+00:00,-43.79,286.69,291.0,291.24,291.24,221.0
2022-08-21 09:00:00+00:00,-24.07,300.44,300.09,300.09,300.09,221.0
2022-08-21 09:30:00+00:00,68.34,332.03,323.88,323.88,323.88,374.0
2022-08-21 10:00:00+00:00,53.43,347.42,346.31,346.31,346.31,374.0
2022-08-21 10:30:00+00:00,242.07,361.92,361.92,361.92,361.92,382.99
2022-08-21 11:00:00+00:00,-117.87,315.39,314.33,314.33,314.33,221.0
2022-08-21 11:30:00+00:00,42.33,355.91,337.18,337.18,337.18,365.0
2022-08-21 12:00:00+00:00,-175.25,329.09,329.86,330.28,330.28,221.0
2022-08-21 12:30:00+00:00,77.02,296.61,308.51,308.65,308.65,350.0
2022-08-21 13:00:00+00:00,101.18,294.48,297.0,297.0,296.74,350.0
2022-08-21 13:30:00+00:00,191.27,337.28,314.18,314.18,312.85,350.0
2022-08-21 14:00:00+00:00,234.15,346.01,334.08,334.08,334.08,383.0
2022-08-21 14:30:00+00:00,17.7,277.68,284.75,288.44,288.44,350.0
2022-08-21 15:00:00+00:00,-43.0,335.12,347.51,347.54,349.05,236.16
2022-08-21 15:30:00+00:00,-109.76,348.01,348.82,349.0,348.48,232.0
2022-08-21 16:00:00+00:00,13.0,465.51,463.88,463.88,463.88,424.0
2022-08-21 16:30:00+00:00,80.05,481.56,479.85,479.85,479.85,459.78
2022-08-21 17:00:00+00:00,62.33,444.98,462.16,462.16,462.16,533.0
2022-08-21 17:30:00+00:00,249.42,465.99,462.06,463.26,463.26,585.0
2022-08-21 18:00:00+00:00,405.33,547.13,534.6,534.95,534.95,555.46
2022-08-21 18:30:00+00:00,266.41,553.32,534.99,531.41,529.86,555.46
2022-08-21 19:00:00+00:00,426.6,542.65,547.87,543.88,543.36,542.75
2022-08-21 19:30:00+00:00,616.18,550.76,548.54,546.34,544.24,548.35
2022-08-21 20:00:00+00:00,670.19,536.97,540.98,540.53,540.53,535.11
2022-08-21 20:30:00+00:00,533.74,532.6,527.76,527.64,525.24,532.48
2022-08-21 21:00:00+00:00,568.27,534.65,533.27,533.27,533.27,519.45
2022-08-21 21:30:00+00:00,225.42,509.28,510.73,510.73,510.73,503.09
2022-08-21 22:00:00+00:00,268.28,456.93,457.37,457.21,457.21,448.68
2022-08-21 22:30:00+00:00,58.02,374.99,382.94,383.28,383.28,441.0
2022-08-21 23:00:00+00:00,160.23,383.15,388.01,388.01,388.01,420.3
2022-08-21 23:30:00+00:00,70.77,378.17,381.61,381.61,381.61,418.0
2022-08-22 00:00:00+00:00,61.37,395.41,395.41,395.05,395.05,409.0
2022-08-22 00:30:00+00:00,-105.7,374.89,373.73,373.72,373.72,258.0
2022-08-22 01:00:00+00:00,76.52,338.42,349.43,349.43,349.96,398.58
2022-08-22 01:30:00+00:00,-45.17,327.23,332.21,335.01,335.53,285.0
2022-08-22 02:00:00+00:00,50.38,349.21,351.07,351.07,351.07,398.95
2022-08-22 02:30:00+00:00,52.08,342.26,340.92,340.94,341.15,398.95
2022-08-22 03:00:00+00:00,83.6,412.85,401.86,399.09,399.09,438.09
2022-08-22 03:30:00+00:00,-96.03,396.65,393.51,386.19,386.19,260.0
2022-08-22 04:00:00+00:00,-224.78,411.99,414.75,413.3,414.51,260.0
2022-08-22 04:30:00+00:00,-158.28,384.37,393.99,394.02,394.02,260.15
2022-08-22 05:00:00+00:00,-235.99,420.12,432.7,434.52,434.52,260.0
2022-08-22 05:30:00+00:00,-316.5,394.78,423.3,429.82,431.6,260.15
2022-08-22 06:00:00+00:00,-297.86,353.55,364.36,366.19,368.03,260.15
2022-08-22 06:30:00+00:00,-124.86,431.28,455.18,456.43,456.43,288.0
2022-08-22 07:00:00+00:00,-144.53,376.58,384.04,384.04,384.04,265.0
2022-08-22 07:30:00+00:00,-105.86,377.92,401.62,407.15,407.15,265.0
2022-08-22 08:00:00+00:00,-204.52,369.2,369.32,369.32,370.9,265.0
2022-08-22 08:30:00+00:00,-433.0,352.18,355.48,355.48,355.48,265.0
2022-08-22 09:00:00+00:00,-401.85,305.62,325.58,325.58,325.58,265.0
2022-08-22 09:30:00+00:00,-373.2,305.35,317.25,317.25,317.25,270.15
2022-08-22 10:00:00+00:00,-465.54,295.5,322.85,323.11,323.11,270.0
2022-08-22 10:30:00+00:00,-362.07,317.79,323.24,323.85,323.85,270.53
2022-08-22 11:00:00+00:00,-137.59,392.68,376.65,377.02,377.02,277.5
2022-08-22 11:30:00+00:00,-224.55,317.5,331.36,335.33,335.63,277.5
2022-08-22 12:00:00+00:00,-192.66,333.37,339.3,342.67,343.08,282.5
2022-08-22 12:30:00+00:00,-225.56,336.08,340.15,340.15,340.15,282.56
2022-08-22 13:00:00+00:00,-32.73,352.67,356.59,356.84,356.84,315.0
2022-08-22 13:30:00+00:00,-147.31,319.38,329.49,330.48,330.5,283.56
2022-08-22 14:00:00+00:00,60.51,353.49,353.84,353.84,353.84,506.54
2022-08-22 14:30:00+00:00,106.99,368.64,374.97,374.97,374.97,512.96
2022-08-22 15:00:00+00:00,198.49,433.75,417.1,417.08,417.08,556.93
2022-08-22 15:30:00+00:00,194.5,540.02,489.54,488.7,488.7,560.97
2022-08-22 16:00:00+00:00,-235.29,397.43,407.39,407.39,407.39,284.0
2022-08-22 16:30:00+00:00,-77.17,424.93,444.08,444.08,444.08,291.06
2022-08-22 17:00:00+00:00,-107.05,572.56,545.55,545.55,545.55,291.31
2022-08-22 17:30:00+00:00,-14.55,442.97,469.99,471.18,471.18,291.31
2022-08-22 18:00:00+00:00,69.42,382.38,396.24,399.58,399.58,644.0
2022-08-22 18:30:00+00:00,-91.79,460.88,448.26,449.11,449.11,291.31
2022-08-22 19:00:00+00:00,-16.74,477.78,463.18,463.18,463.18,305.0
2022-08-22 19:30:00+00:00,-71.41,459.95,464.18,455.29,455.29,291.31
2022-08-22 20:00:00+00:00,5.84,453.9,456.52,456.44,456.44,589.0
2022-08-22 20:30:00+00:00,-270.4,339.46,364.51,369.24,369.24,270.0
2022-08-22 21:00:00+00:00,-237.61,373.89,402.11,406.51,406.51,270.0
2022-08-22 21:30:00+00:00,-661.26,256.9,288.25,293.62,296.4,271.0
2022-08-22 22:00:00+00:00,-117.84,455.41,454.58,454.58,454.58,293.2
2022-08-22 22:30:00+00:00,-216.4,350.03,350.03,350.03,350.03,293.2
2022-08-22 23:00:00+00:00,-234.1,331.53,335.47,335.47,335.47,294.0
2022-08-22 23:30:00+00:00,-199.0,316.84,321.88,321.88,321.88,294.0
2022-08-23 00:00:00+00:00,-325.96,324.45,324.45,324.45,324.45,293.2
2022-08-23 00:30:00+00:00,-119.58,328.17,329.63,329.63,329.63,294.1
2022-08-23 01:00:00+00:00,-170.25,313.99,318.55,318.55,318.55,291.31
2022-08-23 01:30:00+00:00,144.49,356.09,349.26,349.26,349.26,440.36
2022-08-23 02:00:00+00:00,211.27,411.09,411.08,411.08,411.08,475.0
2022-08-23 02:30:00+00:00,150.13,429.65,424.44,424.44,424.44,442.1
2022-08-23 03:00:00+00:00,273.86,459.18,459.17,459.17,459.17,476.01
2022-08-23 03:30:00+00:00,161.95,452.67,452.17,452.17,452.17,475.0
2022-08-23 04:00:00+00:00,26.66,485.46,482.43,481.78,481.78,475.0
2022-08-23 04:30:00+00:00,53.79,500.01,495.84,495.84,495.84,475.0
2022-08-23 05:00:00+00:00,271.63,562.13,559.26,559.26,559.26,588.52
2022-08-23 05:30:00+00:00,453.42,600.37,599.54,599.35,599.35,613.87
2022-08-23 06:00:00+00:00,180.79,561.67,562.38,562.38,562.38,630.28
2022-08-23 06:30:00+00:00,434.12,624.53,622.69,622.69,622.69,638.01
2022-08-23 07:00:00+00:00,-4.85,521.23,530.33,530.33,530.33,325.0
2022-08-23 07:30:00+00:00,234.18,546.56,565.15,565.15,565.15,655.0
2022-08-23 08:00:00+00:00,171.58,556.34,560.45,560.45,560.45,559.75
2022-08-23 08:30:00+00:00,167.0,520.26,519.68,520.03,520.03,559.75
2022-08-23 09:00:00+00:00,63.44,550.83,548.03,548.03,548.03,543.65
2022-08-23 09:30:00+00:00,-16.59,543.53,543.41,543.32,543.32,329.0
2022-08-23 10:00:00+00:00,149.76,516.42,516.61,516.61,516.61,551.03
2022-08-23 10:30:00+00:00,53.75,516.99,523.34,523.34,523.34,541.03
2022-08-23 11:00:00+00:00,248.25,544.77,539.13,539.13,539.13,563.67
2022-08-23 11:30:00+00:00,131.98,525.34,522.46,522.46,522.46,547.807
2022-08-23 12:00:00+00:00,205.99,503.71,507.09,507.09,507.09,526.81
2022-08-23 12:30:00+00:00,75.4,503.58,504.12,504.12,504.12,518.53
2022-08-23 13:00:00+00:00,-53.52,525.02,520.08,520.08,520.08,301.1
2022-08-23 13:30:00+00:00,0.56,467.08,483.71,484.14,484.14,540.0
2022-08-23 14:00:00+00:00,134.91,461.31,483.57,483.57,483.57,565.91
2022-08-23 14:30:00+00:00,229.35,493.66,493.93,495.15,495.15,573.02
2022-08-23 15:00:00+00:00,227.35,553.2,544.04,544.04,544.04,655.0
2022-08-23 15:30:00+00:00,237.52,633.51,607.17,607.17,607.17,655.0
2022-08-23 16:00:00+00:00,-88.42,507.52,536.71,538.93,538.93,301.5
2022-08-23 16:30:00+00:00,9.13,579.35,586.95,588.72,588.72,645.27
2022-08-23 17:00:00+00:00,124.96,629.92,628.95,632.37,632.37,713.0
2022-08-23 17:30:00+00:00,15.07,637.98,630.16,632.82,632.82,636.91
2022-08-23 18:00:00+00:00,333.24,711.45,698.83,690.48,689.91,749.22
2022-08-23 18:30:00+00:00,199.07,678.59,673.29,667.02,667.02,742.0
2022-08-23 19:00:00+00:00,150.85,575.15,572.6,572.87,572.87,699.0
2022-08-23 19:30:00+00:00,199.08,543.75,551.75,551.93,551.93,725.0
2022-08-23 20:00:00+00:00,283.16,630.94,624.43,624.43,624.43,695.0
2022-08-23 20:30:00+00:00,11.46,651.79,584.14,582.76,582.72,650.0
2022-08-23 21:00:00+00:00,223.07,551.32,554.29,552.57,552.57,528.072
2022-08-23 21:30:00+00:00,65.07,355.8,376.53,377.53,378.64,519.5
2022-08-23 22:00:00+00:00,265.66,479.3,480.43,480.43,480.43,519.1
2022-08-23 22:30:00+00:00,-41.56,415.79,417.27,417.27,417.27,305.0
2022-08-23 23:00:00+00:00,226.04,422.23,422.43,422.43,422.43,496.46
2022-08-23 23:30:00+00:00,395.29,424.59,428.73,428.73,428.73,635.0
2022-08-24 00:00:00+00:00,380.3,538.97,538.97,538.97,538.97,624.0
2022-08-24 00:30:00+00:00,211.05,566.24,544.65,544.65,544.65,590.0
2022-08-24 01:00:00+00:00,124.19,491.77,491.23,491.23,491.23,588.0
2022-08-24 01:30:00+00:00,164.94,423.92,425.43,425.43,425.43,590.0
2022-08-24 02:00:00+00:00,112.62,455.83,455.83,455.83,455.83,473.46
2022-08-24 02:30:00+00:00,-75.7,414.12,416.26,416.26,416.26,278.1
2022-08-24 03:00:00+00:00,-172.7,405.32,405.31,405.31,405.31,278.1
2022-08-24 03:30:00+00:00,-199.2,363.95,377.33,377.33,377.33,278.739
2022-08-24 04:00:00+00:00,-274.39,387.42,387.42,387.42,387.42,278.1
2022-08-24 04:30:00+00:00,-217.9,324.33,329.03,329.68,329.68,279.0
2022-08-24 05:00:00+00:00,-4.4,313.88,332.78,332.78,332.78,351.0
2022-08-24 05:30:00+00:00,59.73,407.67,404.0,404.01,404.01,595.79
2022-08-24 06:00:00+00:00,-81.69,388.9,394.55,395.69,395.69,346.8
2022-08-24 06:30:00+00:00,133.51,493.96,498.85,498.85,498.85,594.2
2022-08-24 07:00:00+00:00,-129.45,421.02,416.63,416.72,416.72,276.25
2022-08-24 07:30:00+00:00,133.9,467.92,458.9,459.04,459.04,635.0
2022-08-24 08:00:00+00:00,102.51,379.01,402.65,402.65,402.65,635.0
2022-08-24 08:30:00+00:00,111.31,398.85,407.55,407.55,407.55,635.0
2022-08-24 09:00:00+00:00,-99.56,453.93,433.43,433.43,433.43,281.0
2022-08-24 09:30:00+00:00,-118.12,438.55,433.21,433.05,433.05,281.0
2022-08-24 10:00:00+00:00,-243.04,315.05,364.65,364.65,364.65,282.8
2022-08-24 10:30:00+00:00,71.0,350.85,362.64,362.64,362.64,635.0
2022-08-24 11:00:00+00:00,-31.5,479.48,450.18,450.18,450.18,282.9
2022-08-24 11:30:00+00:00,-75.86,429.29,415.64,415.51,415.51,282.9
2022-08-24 12:00:00+00:00,206.63,414.96,420.85,420.85,420.85,649.0
2022-08-24 12:30:00+00:00,-71.03,446.01,440.07,440.07,440.07,280.1
2022-08-24 13:00:00+00:00,102.68,486.93,485.67,485.67,485.67,505.43
2022-08-24 13:30:00+00:00,-37.63,414.81,437.46,437.46,437.46,283.0
2022-08-24 14:00:00+00:00,46.83,429.75,443.12,443.12,443.12,532.75
2022-08-24 14:30:00+00:00,-158.38,427.92,451.36,451.36,451.36,284.29
2022-08-24 15:00:00+00:00,-200.1,415.29,435.47,435.47,435.47,285.0
2022-08-24 15:30:00+00:00,-47.41,466.32,493.96,493.96,493.96,290.0
2022-08-24 16:00:00+00:00,-450.55,434.94,450.76,450.76,451.64,280.1
2022-08-24 16:30:00+00:00,125.68,485.34,502.39,502.39,502.39,687.11
2022-08-24 17:00:00+00:00,207.88,591.91,585.17,585.65,585.65,779.77
2022-08-24 17:30:00+00:00,238.23,630.18,618.38,615.16,615.16,781.11
2022-08-24 18:00:00+00:00,23.97,688.92,673.01,671.75,671.75,733.4
2022-08-24 18:30:00+00:00,25.09,617.39,630.38,630.38,629.88,680.0
2022-08-24 19:00:00+00:00,215.27,588.68,586.34,586.34,586.34,697.0
2022-08-24 19:30:00+00:00,238.03,656.35,638.62,638.62,638.62,746.0
2022-08-24 20:00:00+00:00,679.84,781.31,751.64,751.64,751.64,746.0
2022-08-24 20:30:00+00:00,221.77,650.66,613.25,609.18,608.41,617.24
2022-08-24 21:00:00+00:00,559.22,836.73,798.91,791.93,791.93,824.39
2022-08-24 21:30:00+00:00,218.43,606.51,591.6,591.6,591.6,800.42
2022-08-24 22:00:00+00:00,432.84,534.9,542.51,542.51,542.51,536.58
2022-08-24 22:30:00+00:00,175.05,482.83,491.2,491.2,491.2,514.201
2022-08-24 23:00:00+00:00,239.78,475.99,479.49,479.49,479.49,491.82
2022-08-24 23:30:00+00:00,-10.42,426.42,427.69,427.69,427.69,392.0
2022-08-25 00:00:00+00:00,-48.33,398.52,401.63,401.63,401.63,299.0
2022-08-25 00:30:00+00:00,-9.52,387.74,388.24,388.24,388.24,299.9
2022-08-25 01:00:00+00:00,-149.39,394.72,394.81,394.81,394.72,300.5
2022-08-25 01:30:00+00:00,-198.06,328.06,357.01,357.01,357.01,300.5
2022-08-25 02:00:00+00:00,-144.7,321.15,340.16,340.16,340.16,300.5
2022-08-25 02:30:00+00:00,-79.99,338.59,341.36,341.36,341.36,301.0
2022-08-25 03:00:00+00:00,-168.86,364.64,364.77,364.77,364.77,301.0
2022-08-25 03:30:00+00:00,-198.53,361.16,369.68,368.83,368.83,301.0
2022-08-25 04:00:00+00:00,-87.02,406.41,413.31,413.3,413.3,301.0
2022-08-25 04:30:00+00:00,194.3,513.39,511.21,510.67,510.67,554.73
2022-08-25 05:00:00+00:00,12.74,461.76,475.16,475.81,475.81,595.0
2022-08-25 05:30:00+00:00,428.44,628.09,617.15,616.19,616.19,632.66
2022-08-25 06:00:00+00:00,189.42,506.7,501.5,501.5,501.5,678.0
2022-08-25 06:30:00+00:00,409.78,647.25,643.17,643.13,643.05,678.5
2022-08-25 07:00:00+00:00,354.15,637.58,622.39,622.39,622.39,749.0
2022-08-25 07:30:00+00:00,261.25,699.33,669.69,669.69,669.69,745.0
2022-08-25 08:00:00+00:00,82.34,673.5,670.89,670.89,670.89,675.0
2022-08-25 08:30:00+00:00,-39.74,506.53,536.43,536.43,536.43,302.0
2022-08-25 09:00:00+00:00,430.33,532.4,552.82,552.82,552.82,748.0
2022-08-25 09:30:00+00:00,383.89,547.51,548.99,553.98,553.98,745.0
2022-08-25 10:00:00+00:00,638.47,649.36,636.45,636.45,636.45,839.299
2022-08-25 10:30:00+00:00,618.82,655.96,626.99,626.99,626.99,840.0
2022-08-25 11:00:00+00:00,529.43,682.44,642.91,642.91,642.91,851.0
2022-08-25 11:30:00+00:00,541.59,728.08,624.81,618.01,618.01,851.0
2022-08-25 12:00:00+00:00,550.15,764.91,718.27,718.27,718.27,890.0
2022-08-25 12:30:00+00:00,473.93,770.55,709.35,692.16,692.16,890.0
2022-08-25 13:00:00+00:00,355.45,786.67,746.28,746.28,746.28,851.0
2022-08-25 13:30:00+00:00,122.46,769.75,717.55,706.27,702.79,790.0
2022-08-25 14:00:00+00:00,-232.71,469.94,506.13,510.49,510.49,270.0
2022-08-25 14:30:00+00:00,-318.95,431.19,446.47,466.45,466.45,270.0
2022-08-25 15:00:00+00:00,-262.04,514.83,533.07,533.07,533.07,307.0
2022-08-25 15:30:00+00:00,-487.27,520.5,559.28,565.25,565.25,306.65
2022-08-25 16:00:00+00:00,-228.73,505.37,539.75,546.87,546.87,307.07
2022-08-25 16:30:00+00:00,-318.24,461.42,509.34,511.92,511.92,307.07
2022-08-25 17:00:00+00:00,-351.94,478.07,497.15,503.06,503.06,307.07
2022-08-25 17:30:00+00:00,-224.21,496.06,536.51,539.11,539.11,365.0
2022-08-25 18:00:00+00:00,-22.66,428.72,451.8,452.78,456.55,370.01
2022-08-25 18:30:00+00:00,-110.44,483.13,491.06,492.02,492.02,310.0
2022-08-25 19:00:00+00:00,-20.68,560.62,537.88,537.92,537.92,308.12
2022-08-25 19:30:00+00:00,-24.92,534.15,534.35,534.13,534.03,370.0
2022-08-25 20:00:00+00:00,-99.05,514.15,536.85,543.16,543.16,310.0
2022-08-25 20:30:00+00:00,-238.03,387.21,410.82,415.19,422.76,310.0
2022-08-25 21:00:00+00:00,-73.82,411.14,415.59,416.66,417.59,310.2
2022-08-25 21:30:00+00:00,-225.41,335.25,348.27,348.33,350.04,310.0
2022-08-25 22:00:00+00:00,206.76,482.67,478.56,478.56,478.56,553.09
2022-08-25 22:30:00+00:00,118.41,443.45,443.58,443.56,443.5,542.0
2022-08-25 23:00:00+00:00,173.85,463.12,463.44,463.44,463.44,518.31
2022-08-25 23:30:00+00:00,47.96,409.31,411.98,412.07,412.07,503.0
2022-08-26 00:00:00+00:00,280.25,499.11,497.56,496.68,496.68,510.55
2022-08-26 00:30:00+00:00,160.64,504.98,501.46,501.46,501.46,506.2
2022-08-26 01:00:00+00:00,263.15,518.66,514.24,514.24,514.24,508.78
2022-08-26 01:30:00+00:00,203.0,509.5,508.06,507.75,507.75,506.63
2022-08-26 02:00:00+00:00,334.29,516.83,509.49,509.49,509.49,515.7
2022-08-26 02:30:00+00:00,301.86,516.64,509.44,508.73,508.73,512.87
2022-08-26 03:00:00+00:00,229.31,528.88,529.15,524.41,524.41,541.32
2022-08-26 03:30:00+00:00,249.04,506.64,506.29,506.29,506.29,542.65
2022-08-26 04:00:00+00:00,196.72,560.27,556.13,556.13,556.13,649.79
2022-08-26 04:30:00+00:00,277.29,616.05,607.74,607.74,607.74,658.26
2022-08-26 05:00:00+00:00,117.04,655.48,646.48,646.48,646.48,691.05
2022-08-26 05:30:00+00:00,273.49,690.17,686.37,683.79,683.79,693.9
2022-08-26 06:00:00+00:00,28.97,600.59,610.49,610.49,610.49,674.9
2022-08-26 06:30:00+00:00,357.05,739.98,736.87,736.73,736.73,745.84
2022-08-26 07:00:00+00:00,173.09,595.68,605.48,605.48,605.48,705.49
2022-08-26 07:30:00+00:00,111.57,701.76,698.56,691.68,691.68,691.49
2022-08-26 08:00:00+00:00,-116.52,695.41,693.1,693.1,693.1,314.0
2022-08-26 08:30:00+00:00,-250.2,584.31,598.14,598.14,598.14,371.0
2022-08-26 09:00:00+00:00,-113.46,509.39,563.76,563.76,563.76,372.0
2022-08-26 09:30:00+00:00,-89.23,542.02,557.04,558.17,558.17,372.5
2022-08-26 10:00:00+00:00,19.01,664.3,663.02,663.02,663.02,665.0
2022-08-26 10:30:00+00:00,-14.99,615.08,617.48,617.48,617.48,373.0
2022-08-26 11:00:00+00:00,12.12,521.04,544.58,544.58,544.58,607.999
2022-08-26 11:30:00+00:00,39.71,538.67,542.15,543.01,543.01,654.68
2022-08-26 12:00:00+00:00,116.55,681.95,649.27,649.08,649.08,674.75
2022-08-26 12:30:00+00:00,112.26,652.52,641.78,634.21,634.21,674.75
2022-08-26 13:00:00+00:00,92.03,662.44,659.8,659.8,659.8,595.66
2022-08-26 13:30:00+00:00,54.89,626.38,628.99,628.99,628.99,589.53
2022-08-26 14:00:00+00:00,256.6,566.51,576.29,576.29,576.29,630.73
2022-08-26 14:30:00+00:00,322.03,624.31,603.92,604.11,604.11,711.284
2022-08-26 15:00:00+00:00,182.76,672.68,648.31,648.31,648.31,670.4
2022-08-26 15:30:00+00:00,361.48,729.2,718.63,717.45,717.45,754.0
2022-08-26 16:00:00+00:00,-20.02,581.18,598.74,598.74,598.74,401.0
2022-08-26 16:30:00+00:00,44.69,621.59,647.66,647.66,647.66,660.04
2022-08-26 17:00:00+00:00,-131.29,598.27,609.76,609.98,609.98,321.12
2022-08-26 17:30:00+00:00,-127.56,526.57,560.36,560.36,560.36,321.11
2022-08-26 18:00:00+00:00,49.85,660.56,661.84,661.84,661.84,672.91
2022-08-26 18:30:00+00:00,-19.52,531.33,542.82,542.82,542.82,401.01
2022-08-26 19:00:00+00:00,75.97,611.95,612.02,612.02,612.02,667.69
2022-08-26 19:30:00+00:00,-77.38,630.91,627.35,627.35,627.35,400.0
2022-08-26 20:00:00+00:00,205.85,737.59,722.52,722.52,722.52,698.0
2022-08-26 20:30:00+00:00,-204.22,544.98,543.74,543.74,543.74,321.12
2022-08-26 21:00:00+00:00,157.54,555.5,574.06,574.06,574.06,606.74
2022-08-26 21:30:00+00:00,136.41,523.07,512.11,511.48,511.36,598.61
2022-08-26 22:00:00+00:00,505.52,632.85,626.94,626.94,626.94,651.15
2022-08-26 22:30:00+00:00,248.64,619.49,604.6,604.6,604.6,632.98
2022-08-26 23:00:00+00:00,196.25,604.17,1249.84,1225.49,1225.49,599.0
2022-08-26 23:30:00+00:00,51.98,555.09,560.44,559.31,559.31,580.4
2022-08-27 00:00:00+00:00,274.96,544.71,549.14,549.18,549.35,577.809
2022-08-27 00:30:00+00:00,260.4,539.75,538.28,538.73,539.0,573.35
2022-08-27 01:00:00+00:00,207.75,534.53,531.2,531.26,531.32,534.7
2022-08-27 01:30:00+00:00,77.15,513.58,519.59,518.29,518.35,518.67
2022-08-27 02:00:00+00:00,0.49,442.54,455.68,457.03,457.03,490.0
2022-08-27 02:30:00+00:00,0.6,412.8,432.28,434.84,437.86,490.0
